user_sequence,challenge
74254_12,CI23648
74254_13,CI24257
74258_11,CI24690
74258_12,CI23855
74258_13,CI24188
74263_11,CI27797
74263_12,CI27789
74263_13,CI26912
74264_11,CI27782
74264_12,CI26912
74264_13,CI27779
74265_11,CI27789
74265_12,CI27793
74265_13,CI26847
74266_11,CI27804
74266_12,CI27789
74266_13,CI27797
74270_11,CI26191
74270_12,CI26199
74270_13,CI27007
74272_11,CI23805
74272_12,CI26501
74272_13,CI24530
74273_11,CI23648
74273_12,CI23922
74273_13,CI24187
74278_11,CI27797
74278_12,CI27804
74278_13,CI27789
74279_11,CI27797
74279_12,CI27798
74279_13,CI27779
74282_11,CI27782
74282_12,CI27804
74282_13,CI26912
74284_11,CI27804
74284_12,CI27806
74284_13,CI27782
74285_11,CI24876
74285_12,CI25075
74285_13,CI25062
74286_11,CI27789
74286_12,CI27797
74286_13,CI26912
74287_11,CI25083
74287_12,CI25099
74287_13,CI25082
74289_11,CI27804
74289_12,CI27789
74289_13,CI26933
74293_11,CI27798
74293_12,CI26820
74293_13,CI27797
74297_11,CI27789
74297_12,CI27797
74297_13,CI27784
74299_11,CI26920
74299_12,CI26912
74299_13,CI26928
74303_11,CI26930
74303_12,CI26926
74303_13,CI26924
74311_11,CI24109
74311_12,CI24239
74311_13,CI25150
74312_11,CI24010
74312_12,CI24009
74312_13,CI23856
74313_11,CI28007
74313_12,CI25055
74313_13,CI25815
74314_11,CI24349
74314_12,CI24373
74314_13,CI25074
74315_11,CI24068
74315_12,CI24530
74315_13,CI24373
74316_11,CI26924
74316_12,CI26909
74316_13,CI26916
74317_11,CI24421
74317_12,CI24418
74317_13,CI24373
74318_11,CI23657
74318_12,CI24418
74318_13,CI24144
74319_11,CI24440
74319_12,CI24421
74319_13,CI24873
74322_11,CI25108
74322_12,CI25110
74322_13,CI25106
74331_11,CI24895
74331_12,CI25247
74331_13,CI23989
74335_11,CI26915
74335_12,CI26914
74335_13,CI26912
74337_11,CI26922
74337_12,CI26936
74337_13,CI26934
74342_11,CI23648
74342_12,CI24522
74342_13,CI24187
74345_11,CI24421
74345_12,CI25140
74345_13,CI23829
74346_11,CI26920
74346_12,CI26919
74346_13,CI26928
74349_11,CI26920
74349_12,CI26930
74349_13,CI26927
74352_11,CI26051
74352_12,CI26055
74352_13,CI25633
74354_11,CI25141
74354_12,CI25108
74354_13,CI25123
74356_11,CI24930
74356_12,CI24917
74356_13,CI23569
74357_11,CI26077
74357_12,CI26055
74357_13,CI26050
74360_11,CI26216
74360_12,CI26935
74360_13,CI26856
74363_11,CI26928
74363_12,CI26927
74363_13,CI26919
74366_11,CI25055
74366_12,CI28007
74366_13,CI25298
74377_11,CI26915
74377_12,CI26918
74377_13,CI26930
74378_11,CI26916
74378_12,CI26922
74378_13,CI26919
74379_11,CI24187
74379_12,CI24532
74379_13,CI23691
74380_11,CI26931
74380_12,CI26923
74380_13,CI26934
74385_11,CI26925
74385_12,CI26174
74385_13,CI26209
74390_11,CI26202
74390_12,CI26176
74390_13,CI27049
74392_11,CI23688
74392_12,CI23836
74392_13,CI24030
74393_11,CI25230
74393_12,CI25413
74393_13,CI26819
74395_11,CI28578
74395_12,CI28253
74395_13,CI23774
74399_11,CI23696
74399_12,CI27013
74399_13,CI27010
74400_11,CI24873
74400_12,CI24871
74400_13,CI24867
74402_11,CI25496
74402_12,CI27301
74402_13,CI27416
74403_11,CI24645
74403_12,CI24595
74403_13,CI24594
74409_11,CI23975
74409_12,CI24958
74409_13,CI23506
74411_11,CI23916
74411_12,CI25041
74411_13,CI25034
74413_11,CI23696
74413_12,CI27013
74413_13,CI26984
74414_11,CI23714
74414_12,CI26052
74414_13,CI25135
74416_11,CI26918
74416_12,CI26925
74416_13,CI26909
74417_11,CI26927
74417_12,CI26928
74417_13,CI26919
74419_11,CI24421
74419_12,CI24418
74419_13,CI24876
74420_11,CI27782
74420_12,CI27789
74420_13,CI27798
74433_11,CI26189
74433_12,CI26192
74433_13,CI26190
74434_11,CI26920
74434_12,CI26922
74434_13,CI26928
74444_11,CI25098
74444_12,CI25083
74444_13,CI25099
74446_11,CI24942
74446_12,CI23994
74446_13,CI23831
74447_11,CI25336
74447_12,CI25210
74447_13,CI26052
74449_11,CI24871
74449_12,CI24206
74449_13,CI24527
74450_11,CI25295
74450_12,CI25214
74450_13,CI24231
74451_11,CI25295
74451_12,CI25149
74451_13,CI24081
74452_11,CI24603
74452_12,CI24448
74452_13,CI24604
74456_11,CI23616
74456_12,CI23648
74456_13,CI23856
74459_11,CI24418
74459_12,CI23848
74459_13,CI24419
74460_11,CI23696
74460_12,CI24251
74460_13,CI23688
74466_11,CI24690
74466_12,CI25057
74466_13,CI25295
74467_11,CI26845
74467_12,CI26844
74467_13,CI26842
74474_11,CI24598
74474_12,CI24600
74474_13,CI24644
74475_11,CI23874
74475_12,CI25072
74475_13,CI25098
74478_11,CI24871
74478_12,CI25074
74478_13,CI24435
74479_11,CI26176
74479_12,CI24225
74479_13,CI27011
74482_11,CI24873
74482_12,CI24206
74482_13,CI24532
74484_11,CI24715
74484_12,CI24605
74484_13,CI24344
74487_11,CI24992
74487_12,CI23741
74487_13,CI23709
74489_11,CI24787
74489_12,CI25106
74489_13,CI24419
74490_11,CI24099
74490_12,CI23660
74490_13,CI24086
74491_11,CI26923
74491_12,CI26930
74491_13,CI26920
74495_11,CI24953
74495_12,CI23663
74495_13,CI24081
74500_11,CI26861
74500_12,CI26935
74500_13,CI26860
74502_11,CI24447
74502_12,CI24438
74502_13,CI24421
74503_11,CI24524
74503_12,CI24930
74503_13,CI25135
74509_11,CI24439
74509_12,CI24187
74509_13,CI23714
74510_11,CI25498
74510_12,CI25634
74510_13,CI23836
74513_11,CI28578
74513_12,CI26781
74513_13,CI28572
74514_11,CI27013
74514_12,CI26944
74514_13,CI27012
74515_11,CI26187
74515_12,CI26189
74515_13,CI26176
74518_11,CI26928
74518_12,CI26930
74518_13,CI26924
74521_11,CI26199
74521_12,CI27013
74521_13,CI26187
74525_11,CI24187
74525_12,CI23663
74525_13,CI23913
74526_11,CI25141
74526_12,CI23660
74526_13,CI23990
74532_11,CI23791
74532_12,CI23875
74532_13,CI24109
74533_11,CI26058
74533_12,CI23975
74533_13,CI25180
74537_11,CI23856
74537_12,CI24527
74537_13,CI24459
74540_11,CI24531
74540_12,CI23662
74540_13,CI26050
74545_11,CI26984
74545_12,CI27013
74545_13,CI26986
74547_11,CI26921
74547_12,CI26920
74547_13,CI26928
74550_11,CI26866
74550_12,CI26871
74550_13,CI26164
74551_11,CI26930
74551_12,CI26926
74551_13,CI26928
74553_11,CI26937
74553_12,CI26929
74553_13,CI26926
74554_11,CI23856
74554_12,CI24531
74554_13,CI24532
74556_11,CI24871
74556_12,CI24531
74556_13,CI23975
74557_11,CI27792
74557_12,CI27793
74557_13,CI27790
74558_11,CI27007
74558_12,CI26992
74558_13,CI27013
74559_11,CI25098
74559_12,CI25068
74559_13,CI24531
74560_11,CI26928
74560_12,CI26930
74560_13,CI26924
74563_11,CI23827
74563_12,CI25135
74563_13,CI23641
74568_11,CI24110
74568_12,CI24103
74568_13,CI24179
74570_11,CI24930
74570_12,CI23569
74570_13,CI25291
74571_11,CI24968
74571_12,CI24252
74571_13,CI24690
74574_11,CI26051
74574_12,CI25634
74574_13,CI25119
74575_11,CI24530
74575_12,CI23929
74575_13,CI24459
74577_11,CI26924
74577_12,CI26929
74577_13,CI26928
74578_11,CI24649
74578_12,CI24623
74578_13,CI25499
74579_11,CI26050
74579_12,CI24530
74579_13,CI26051
74580_11,CI23660
74580_12,CI25024
74580_13,CI24953
74583_11,CI26920
74583_12,CI26915
74583_13,CI26917
74585_11,CI23836
74585_12,CI23667
74585_13,CI24944
74588_11,CI24274
74588_12,CI24276
74588_13,CI24272
74592_11,CI24532
74592_12,CI23714
74592_13,CI24873
74594_11,CI24109
74594_12,CI24029
74594_13,CI24251
74596_11,CI27456
74596_12,CI25336
74596_13,CI26820
74600_11,CI26974
74600_12,CI26973
74600_13,CI26982
74604_11,CI26865
74604_12,CI24261
74604_13,CI28253
74605_11,CI27805
74605_12,CI26158
74605_13,CI27783
74608_11,CI26933
74608_12,CI26932
74608_13,CI26211
74611_11,CI23714
74611_12,CI23855
74611_13,CI25135
74612_11,CI24114
74612_12,CI23922
74612_13,CI24862
74614_11,CI24871
74614_12,CI23714
74614_13,CI24228
74615_11,CI24871
74615_12,CI24348
74615_13,CI25110
74618_11,CI26210
74618_12,CI26208
74618_13,CI26928
74620_11,CI23702
74620_12,CI23848
74620_13,CI24228
74622_11,CI24951
74622_12,CI24954
74622_13,CI24952
74628_11,CI25110
74628_12,CI25108
74628_13,CI24421
74631_11,CI24968
74631_12,CI24992
74631_13,CI24252
74633_11,CI26918
74633_12,CI26919
74633_13,CI26923
74636_11,CI24944
74636_12,CI23648
74636_13,CI23702
74637_11,CI24690
74637_12,CI23840
74637_13,CI24206
74642_11,CI23514
74642_12,CI24674
74642_13,CI24561
74643_11,CI24114
74643_12,CI24228
74643_13,CI23654
74646_11,CI26212
74646_12,CI26157
74646_13,CI26216
74649_11,CI23688
74649_12,CI24030
74649_13,CI23921
74651_11,CI24349
74651_12,CI24362
74651_13,CI24373
74655_11,CI26912
74655_12,CI26922
74655_13,CI26913
74659_11,CI26925
74659_12,CI26916
74659_13,CI26914
74661_11,CI26916
74661_12,CI26912
74661_13,CI26921
74663_11,CI23808
74663_12,CI28258
74663_13,CI26051
74664_11,CI26921
74664_12,CI26920
74664_13,CI26922
74671_11,CI26912
74671_12,CI26916
74671_13,CI26925
74673_11,CI26925
74673_12,CI26930
74673_13,CI26916
74675_11,CI24880
74675_12,CI24878
74675_13,CI25058
74680_11,CI26921
74680_12,CI26922
74680_13,CI26920
74681_11,CI25444
74681_12,CI24871
74681_13,CI25436
74684_11,CI27003
74684_12,CI27004
74684_13,CI27009
74685_11,CI26925
74685_12,CI26920
74685_13,CI26919
74691_11,CI26925
74691_12,CI26930
74691_13,CI26916
74692_11,CI26931
74692_12,CI26916
74692_13,CI26926
74695_11,CI24438
74695_12,CI24329
74695_13,CI27227
74700_11,CI26922
74700_12,CI26920
74700_13,CI26919
74703_11,CI26856
74703_12,CI26859
74703_13,CI27137
74704_11,CI26931
74704_12,CI26922
74704_13,CI26208
74705_11,CI27744
74705_12,CI27751
74705_13,CI27745
74706_11,CI26930
74706_12,CI26857
74706_13,CI26920
74708_11,CI26916
74708_12,CI26931
74708_13,CI26914
74716_11,CI26912
74716_12,CI26916
74716_13,CI26917
74717_11,CI26915
74717_12,CI26906
74717_13,CI26916
74718_11,CI26922
74718_12,CI26920
74718_13,CI26918
74719_11,CI26921
74719_12,CI26922
74719_13,CI26920
74720_11,CI24992
74720_12,CI25124
74720_13,CI23663
74721_11,CI26925
74721_12,CI26930
74721_13,CI26916
74722_11,CI23814
74722_12,CI23774
74722_13,CI24246
74724_11,CI26912
74724_12,CI26909
74724_13,CI26917
74725_11,CI26921
74725_12,CI26920
74725_13,CI26922
74731_11,CI26921
74731_12,CI26914
74731_13,CI26922
74735_11,CI26934
74735_12,CI26173
74735_13,CI26926
74738_11,CI27805
74738_12,CI27783
74738_13,CI26839
74742_11,CI24525
74742_12,CI24530
74742_13,CI25141
74743_11,CI24438
74743_12,CI24374
74743_13,CI24445
74745_11,CI27790
74745_12,CI27789
74745_13,CI27797
74753_11,CI24876
74753_12,CI24228
74753_13,CI23691
74756_11,CI23770
74756_12,CI24111
74756_13,CI23688
74758_11,CI23869
74758_12,CI23888
74758_13,CI24276
74759_11,CI23848
74759_12,CI24003
74759_13,CI25135
74761_11,CI23697
74761_12,CI25150
74761_13,CI23924
74765_11,CI26916
74765_12,CI26920
74765_13,CI26915
74767_11,CI26208
74767_12,CI26173
74767_13,CI26916
74768_11,CI26911
74768_12,CI26920
74768_13,CI26918
74770_11,CI23975
74770_12,CI24530
74770_13,CI25727
74772_11,CI25733
74772_12,CI24003
74772_13,CI28572
74773_11,CI24531
74773_12,CI25200
74773_13,CI24866
74777_11,CI28574
74777_12,CI28568
74777_13,CI28584
74781_11,CI24532
74781_12,CI23856
74781_13,CI24459
74788_11,CI23848
74788_12,CI23989
74788_13,CI24188
74789_11,CI24276
74789_12,CI24277
74789_13,CI24273
74792_11,CI25644
74792_12,CI25140
74792_13,CI23848
74796_11,CI27677
74796_12,CI27678
74796_13,CI27658
74799_11,CI24225
74799_12,CI25210
74799_13,CI27282
74805_11,CI26219
74805_12,CI26938
74805_13,CI27137
74810_11,CI23662
74810_12,CI25815
74810_13,CI25055
74812_11,CI24875
74812_12,CI25126
74812_13,CI25075
74818_11,CI26922
74818_12,CI26921
74818_13,CI26925
74822_11,CI26915
74822_12,CI26912
74822_13,CI26928
74828_11,CI26922
74828_12,CI26911
74828_13,CI26915
74829_11,CI24900
74829_12,CI27629
74829_13,CI24701
74831_11,CI24917
74831_12,CI24261
74831_13,CI24527
74832_11,CI26922
74832_12,CI26923
74832_13,CI26925
74833_11,CI24530
74833_12,CI25142
74833_13,CI23922
74834_11,CI26921
74834_12,CI26922
74834_13,CI26923
74836_11,CI26921
74836_12,CI26917
74836_13,CI26930
74839_11,CI23770
74839_12,CI23694
74839_13,CI24081
74840_11,CI26917
74840_12,CI26913
74840_13,CI26915
74841_11,CI26925
74841_12,CI26917
74841_13,CI26914
74842_11,CI25295
74842_12,CI25141
74842_13,CI23769
74843_11,CI25041
74843_12,CI25034
74843_13,CI23916
74844_11,CI23782
74844_12,CI26051
74844_13,CI23856
74849_11,CI26913
74849_12,CI26917
74849_13,CI26915
74851_11,CI25735
74851_12,CI25124
74851_13,CI25733
74852_11,CI26921
74852_12,CI26922
74852_13,CI26923
74853_11,CI24930
74853_12,CI24527
74853_13,CI25247
74864_11,CI28253
74864_12,CI25362
74864_13,CI24004
74866_11,CI24867
74866_12,CI23691
74866_13,CI25055
74871_11,CI23677
74871_12,CI26054
74871_13,CI28572
74877_11,CI25126
74877_12,CI27644
74877_13,CI24527
74878_11,CI25681
74878_12,CI24086
74878_13,CI25234
74879_11,CI24878
74879_12,CI23922
74879_13,CI24532
74881_11,CI26155
74881_12,CI27282
74881_13,CI25210
74884_11,CI24642
74884_12,CI24661
74884_13,CI24644
74886_11,CI26918
74886_12,CI26908
74886_13,CI26915
74888_11,CI23691
74888_12,CI24968
74888_13,CI24531
74890_11,CI24188
74890_12,CI25304
74890_13,CI25028
74891_11,CI26914
74891_12,CI26921
74891_13,CI26920
74894_11,CI26922
74894_12,CI26921
74894_13,CI26925
74896_11,CI25029
74896_12,CI24111
74896_13,CI23688
74897_11,CI25024
74897_12,CI24525
74897_13,CI23855
74898_11,CI25260
74898_12,CI24530
74898_13,CI25216
74899_11,CI24249
74899_12,CI23741
74899_13,CI24724
74900_11,CI23770
74900_12,CI26190
74900_13,CI23648
74904_11,CI24421
74904_12,CI25062
74904_13,CI25175
74908_11,CI25041
74908_12,CI25039
74908_13,CI25043
74910_11,CI23714
74910_12,CI24871
74910_13,CI25124
74915_11,CI26925
74915_12,CI26916
74915_13,CI26920
74917_11,CI26912
74917_12,CI26925
74917_13,CI26920
74925_11,CI26912
74925_12,CI26909
74925_13,CI26917
74926_11,CI26923
74926_12,CI26918
74926_13,CI26927
74927_11,CI26210
74927_12,CI26220
74927_13,CI26211
74930_11,CI26912
74930_12,CI26909
74930_13,CI26917
74931_11,CI26922
74931_12,CI26921
74931_13,CI26914
74933_11,CI26922
74933_12,CI26921
74933_13,CI26914
74934_11,CI26925
74934_12,CI26912
74934_13,CI26923
74935_11,CI26912
74935_12,CI26913
74935_13,CI26923
74937_11,CI26923
74937_12,CI26912
74937_13,CI26909
74938_11,CI25446
74938_12,CI25436
74938_13,CI25442
74944_11,CI23975
74944_12,CI25234
74944_13,CI23663
74945_11,CI24871
74945_12,CI23769
74945_13,CI23648
74948_11,CI24348
74948_12,CI24421
74948_13,CI23657
74953_11,CI24690
74953_12,CI24252
74953_13,CI24968
74954_11,CI24257
74954_12,CI23856
74954_13,CI24252
74959_11,CI24873
74959_12,CI25062
74959_13,CI24876
74960_11,CI26912
74960_12,CI26909
74960_13,CI26917
74961_11,CI23770
74961_12,CI24531
74961_13,CI25148
74962_11,CI26856
74962_12,CI26934
74962_13,CI26210
74963_11,CI26925
74963_12,CI26916
74963_13,CI26914
74964_11,CI24956
74964_12,CI23975
74964_13,CI24530
74966_11,CI28578
74966_12,CI28577
74966_13,CI28583
74973_11,CI26925
74973_12,CI26912
74973_13,CI26916
74974_11,CI24531
74974_12,CI25057
74974_13,CI24875
74978_11,CI26925
74978_12,CI26916
74978_13,CI26914
74979_11,CI25149
74979_12,CI24426
74979_13,CI25148
74982_11,CI26912
74982_12,CI26917
74982_13,CI26909
74984_11,CI23856
74984_12,CI24953
74984_13,CI23788
74986_11,CI26912
74986_12,CI26913
74986_13,CI26922
74989_11,CI26912
74989_12,CI26913
74989_13,CI26922
74992_11,CI24930
74992_12,CI25149
74992_13,CI23769
74994_11,CI26918
74994_12,CI26913
74994_13,CI26923
74998_11,CI26220
74998_12,CI26221
74998_13,CI26986
75001_11,CI24459
75001_12,CI23856
75001_13,CI24531
75004_11,CI24690
75004_12,CI25150
75004_13,CI24257
75008_11,CI27796
75008_12,CI27797
75008_13,CI27795
75009_11,CI25216
75009_12,CI25098
75009_13,CI23788
75011_11,CI26905
75011_12,CI26910
75011_13,CI26217
75012_11,CI27789
75012_12,CI27782
75012_13,CI27798
75014_11,CI27789
75014_12,CI27798
75014_13,CI27790
75016_11,CI26910
75016_12,CI26220
75016_13,CI26210
75019_11,CI25329
75019_12,CI24889
75019_13,CI24997
75023_11,CI26985
75023_12,CI26986
75023_13,CI27136
75025_11,CI27782
75025_12,CI27797
75025_13,CI27798
75029_11,CI27789
75029_12,CI27798
75029_13,CI27779
75030_11,CI27782
75030_12,CI27779
75030_13,CI27778
75031_11,CI27779
75031_12,CI27797
75031_13,CI27798
75039_11,CI27799
75039_12,CI27803
75039_13,CI27809
75042_11,CI24239
75042_12,CI24247
75042_13,CI24081
75048_11,CI24257
75048_12,CI25295
75048_13,CI24231
75051_11,CI26172
75051_12,CI27789
75051_13,CI27793
75059_11,CI25681
75059_12,CI23616
75059_13,CI23869
75068_11,CI27797
75068_12,CI27796
75068_13,CI27793
75069_11,CI26820
75069_12,CI27798
75069_13,CI27794
75070_11,CI26933
75070_12,CI26220
75070_13,CI26211
75071_11,CI26974
75071_12,CI26973
75071_13,CI23902
75072_11,CI25295
75072_12,CI24876
75072_13,CI24968
75073_11,CI25413
75073_12,CI25230
75073_13,CI25336
75075_11,CI23830
75075_12,CI23714
75075_13,CI24187
75077_11,CI26171
75077_12,CI26920
75077_13,CI26934
75078_11,CI26916
75078_12,CI26912
75078_13,CI26921
75083_11,CI26920
75083_12,CI26925
75083_13,CI26927
75085_11,CI26921
75085_12,CI26926
75085_13,CI26922
75089_11,CI27808
75089_12,CI27804
75089_13,CI27805
75090_11,CI26902
75090_12,CI26220
75090_13,CI26221
75092_11,CI26931
75092_12,CI26930
75092_13,CI26928
75094_11,CI27804
75094_12,CI27789
75094_13,CI26321
75099_11,CI24421
75099_12,CI25074
75099_13,CI25135
75101_11,CI26931
75101_12,CI26930
75101_13,CI26932
75106_11,CI24418
75106_12,CI24530
75106_13,CI23714
75107_11,CI26919
75107_12,CI26915
75107_13,CI26918
75108_11,CI26933
75108_12,CI26922
75108_13,CI26937
75112_11,CI23975
75112_12,CI23714
75112_13,CI24917
75113_11,CI24421
75113_12,CI25107
75113_13,CI25141
75116_11,CI24261
75116_12,CI27282
75116_13,CI24487
75119_11,CI25634
75119_12,CI25367
75119_13,CI25469
75121_11,CI26914
75121_12,CI26925
75121_13,CI26915
75122_11,CI26916
75122_12,CI26912
75122_13,CI26918
75125_11,CI26916
75125_12,CI26912
75125_13,CI26918
75132_11,CI26916
75132_12,CI26921
75132_13,CI26912
75133_11,CI27809
75133_12,CI27802
75133_13,CI27804
75134_11,CI26912
75134_12,CI27797
75134_13,CI27798
75136_11,CI25180
75136_12,CI24932
75136_13,CI24926
75137_11,CI26933
75137_12,CI26931
75137_13,CI26208
75139_11,CI23922
75139_12,CI23648
75139_13,CI24228
75140_11,CI24944
75140_12,CI23916
75140_13,CI24532
75141_11,CI26926
75141_12,CI26932
75141_13,CI26928
75145_11,CI25113
75145_12,CI25082
75145_13,CI24532
75147_11,CI24787
75147_12,CI24788
75147_13,CI24793
75150_11,CI27779
75150_12,CI27789
75150_13,CI27807
75151_11,CI26953
75151_12,CI26946
75151_13,CI26951
75159_11,CI26921
75159_12,CI26936
75159_13,CI26927
75167_11,CI26931
75167_12,CI26933
75167_13,CI26926
75169_11,CI26920
75169_12,CI26933
75169_13,CI26927
75176_11,CI27797
75176_12,CI27801
75176_13,CI27803
75177_11,CI25108
75177_12,CI23848
75177_13,CI24787
75179_11,CI26931
75179_12,CI26930
75179_13,CI26926
75182_11,CI26931
75182_12,CI26930
75182_13,CI26936
75187_11,CI26920
75187_12,CI26919
75187_13,CI26926
75189_11,CI26912
75189_12,CI26921
75189_13,CI26923
75191_11,CI26920
75191_12,CI26919
75191_13,CI26926
75194_11,CI27717
75194_12,CI27740
75194_13,CI24225
75195_11,CI26187
75195_12,CI26183
75195_13,CI26186
75197_11,CI24445
75197_12,CI24437
75197_13,CI24438
75201_11,CI27797
75201_12,CI27809
75201_13,CI27789
75203_11,CI27798
75203_12,CI27797
75203_13,CI27789
75206_11,CI27805
75206_12,CI27807
75206_13,CI27793
75207_11,CI27797
75207_12,CI27782
75207_13,CI27805
75208_11,CI25068
75208_12,CI25092
75208_13,CI25058
75209_11,CI26172
75209_12,CI27789
75209_13,CI27793
75211_11,CI26067
75211_12,CI25022
75211_13,CI24867
75212_11,CI27809
75212_12,CI27794
75212_13,CI27789
75216_11,CI25834
75216_12,CI25663
75216_13,CI25778
75219_11,CI24917
75219_12,CI24530
75219_13,CI26059
75220_11,CI26920
75220_12,CI26919
75220_13,CI26925
75222_11,CI26916
75222_12,CI26917
75222_13,CI26905
75225_11,CI24992
75225_12,CI26055
75225_13,CI24917
75226_11,CI26067
75226_12,CI25551
75226_13,CI26077
75230_11,CI26922
75230_12,CI26919
75230_13,CI26916
75231_11,CI26915
75231_12,CI26873
75231_13,CI26867
75232_11,CI25361
75232_12,CI25062
75232_13,CI27206
75235_11,CI25126
75235_12,CI25124
75235_13,CI24917
75237_11,CI24421
75237_12,CI25074
75237_13,CI24957
75238_11,CI24871
75238_12,CI24953
75238_13,CI24872
75240_11,CI26915
75240_12,CI26872
75240_13,CI26865
75241_11,CI24840
75241_12,CI25688
75241_13,CI23660
75247_11,CI26916
75247_12,CI26915
75247_13,CI26933
75251_11,CI26187
75251_12,CI26183
75251_13,CI26186
75256_11,CI25141
75256_12,CI28128
75256_13,CI26052
75265_11,CI26954
75265_12,CI26176
75265_13,CI26950
75266_11,CI25126
75266_12,CI25175
75266_13,CI25142
75272_11,CI24869
75272_12,CI24876
75272_13,CI24866
75273_11,CI25043
75273_12,CI25051
75273_13,CI25042
75279_11,CI25769
75279_12,CI26076
75279_13,CI28041
75282_11,CI28007
75282_12,CI27596
75282_13,CI23916
75283_11,CI26926
75283_12,CI27801
75283_13,CI26930
75287_11,CI26173
75287_12,CI26171
75287_13,CI26210
75290_11,CI27792
75290_12,CI27798
75290_13,CI27794
75291_11,CI26920
75291_12,CI26922
75291_13,CI26919
75293_11,CI26985
75293_12,CI27136
75293_13,CI26986
75296_11,CI27051
75296_12,CI26946
75296_13,CI26951
75301_11,CI27805
75301_12,CI27807
75301_13,CI27798
75302_11,CI25295
75302_12,CI25029
75302_13,CI24239
75303_11,CI24892
75303_12,CI24895
75303_13,CI24878
75307_11,CI26950
75307_12,CI26951
75307_13,CI26954
75312_11,CI27798
75312_12,CI27789
75312_13,CI27804
75318_11,CI28569
75318_12,CI26052
75318_13,CI28579
75321_11,CI25075
75321_12,CI24534
75321_13,CI25057
75322_11,CI25444
75322_12,CI23791
75322_13,CI25449
75325_11,CI24527
75325_12,CI25135
75325_13,CI25075
75330_11,CI26915
75330_12,CI26922
75330_13,CI26927
75335_11,CI26926
75335_12,CI26921
75335_13,CI26922
75337_11,CI27798
75337_12,CI27797
75337_13,CI27808
75342_11,CI26937
75342_12,CI26930
75342_13,CI26926
75343_11,CI27807
75343_12,CI27796
75343_13,CI27790
75346_11,CI27797
75346_12,CI27794
75346_13,CI27789
75347_11,CI26915
75347_12,CI26921
75347_13,CI26929
75349_11,CI24421
75349_12,CI24348
75349_13,CI24440
75350_11,CI24788
75350_12,CI25180
75350_13,CI24787
75355_11,CI26950
75355_12,CI27049
75355_13,CI27051
75356_11,CI26181
75356_12,CI26905
75356_13,CI26182
75361_11,CI25180
75361_12,CI24935
75361_13,CI24930
75362_11,CI25180
75362_12,CI24957
75362_13,CI24787
75363_11,CI26204
75363_12,CI26946
75363_13,CI27029
75369_11,CI26948
75369_12,CI26950
75369_13,CI26951
75372_11,CI26187
75372_12,CI26206
75372_13,CI26183
75386_11,CI27137
75386_12,CI26873
75386_13,CI26902
75387_11,CI25114
75387_12,CI24359
75387_13,CI24373
75389_11,CI24261
75389_12,CI24527
75389_13,CI23913
75390_11,CI23648
75390_12,CI26051
75390_13,CI24187
75392_11,CI27960
75392_12,CI26210
75392_13,CI27961
75394_11,CI24349
75394_12,CI24359
75394_13,CI24373
75396_11,CI26905
75396_12,CI26917
75396_13,CI26904
75397_11,CI24597
75397_12,CI23598
75397_13,CI24610
75399_11,CI28580
75399_12,CI28584
75399_13,CI28585
75404_11,CI24372
75404_12,CI24529
75404_13,CI24349
75406_11,CI28574
75406_12,CI28582
75406_13,CI28575
75407_11,CI24440
75407_12,CI24373
75407_13,CI24670
75409_11,CI24150
75409_12,CI25113
75409_13,CI24532
75411_11,CI24421
75411_12,CI24787
75411_13,CI23848
75412_11,CI24187
75412_12,CI24522
75412_13,CI23663
75415_11,CI27282
75415_12,CI24400
75415_13,CI27193
75417_11,CI25451
75417_12,CI24955
75417_13,CI24956
75420_11,CI26952
75420_12,CI27048
75420_13,CI26951
75424_11,CI26903
75424_12,CI27136
75424_13,CI26182
75425_11,CI25066
75425_12,CI23616
75425_13,CI23975
75429_11,CI23856
75429_12,CI24532
75429_13,CI25098
75430_11,CI24228
75430_12,CI24915
75430_13,CI24876
75432_11,CI24150
75432_12,CI26782
75432_13,CI23922
75433_11,CI23663
75433_12,CI23924
75433_13,CI23836
75435_11,CI24636
75435_12,CI24679
75435_13,CI24521
75440_11,CI24187
75440_12,CI23662
75440_13,CI23913
75442_11,CI24867
75442_12,CI23648
75442_13,CI23929
75443_11,CI25107
75443_12,CI25110
75443_13,CI24348
75445_11,CI23688
75445_12,CI24030
75445_13,CI24690
75447_11,CI24532
75447_12,CI24187
75447_13,CI23856
75451_11,CI25124
75451_12,CI23836
75451_13,CI23848
75452_11,CI25141
75452_12,CI24030
75452_13,CI25214
75454_11,CI25214
75454_12,CI25216
75454_13,CI23836
75455_11,CI25295
75455_12,CI25075
75455_13,CI25200
75458_11,CI27679
75458_12,CI26820
75458_13,CI27663
75459_11,CI27680
75459_12,CI27666
75459_13,CI27673
75462_11,CI24530
75462_12,CI25729
75462_13,CI25733
75463_11,CI24992
75463_12,CI24973
75463_13,CI26944
75464_11,CI25439
75464_12,CI25338
75464_13,CI27410
75465_11,CI25361
75465_12,CI24968
75465_13,CI24225
75466_11,CI25733
75466_12,CI25815
75466_13,CI24867
75468_11,CI24418
75468_12,CI25135
75468_13,CI25126
75470_11,CI24532
75470_12,CI23648
75470_13,CI24184
75477_11,CI24871
75477_12,CI23702
75477_13,CI24872
75478_11,CI24875
75478_12,CI25295
75478_13,CI24239
75481_11,CI28253
75481_12,CI23774
75481_13,CI23744
75482_11,CI25139
75482_12,CI25110
